sales,order_date,product,customer,country,employee,category
95.87,2002-03-13,Notebook Basic,Ultra Tech,France,Joseph Taylor,Computers
258.35,2002-03-13,Gaming Console,NextGen Innovators,Italy,Linda Miller,Video Games
389.81,2002-03-13,Smartphone Beta,Nebula Innovations,India,Sarah Moore,Mobile Devices
665.95,2002-03-13,Science Fiction Novel,Infinity Solutions,India,William Wilson,Books
48.36,2002-03-13,Electric Guitar,Reboot IT,India,Sandra Anderson,Musical Instruments
65.47,2002-03-13,Notebook Basic,Gadget Galaxy,Mexico,Robert Johnson,Computers
29.33,2002-03-13,Leather Office Chair,Global Corp,France,John Smith,Office Furniture
572.87,2002-03-14,Smartphone Alpha,Future Gadgets,France,Robert Johnson,Mobile Devices
312.89,2002-03-14,Solid State Drive,SysTech Ltd.,Brazil,Linda Miller,Storage Devices
22.35,2002-03-14,Notebook Basic,Innovate Unlimited,China,Michael Davis,Computers
390.52,2002-03-14,Desktop Alpha,Pioneer Tech,Nigeria,Michael Davis,Computers
743.36,2002-03-14,Streaming Media Player,Global Corp,South Korea,Linda Miller,Home Electronics
338.42,2002-03-14,Drone with Camera,Elite Tech,Kenya,Linda Miller,Electronics
262.14,2002-03-14,Acoustic Piano,Tech Trends,Kenya,Laura Adams,Musical Instruments
260.81,2002-03-14,Gaming Console,Global Corp,USA,Robert Johnson,Video Games
74.13,2002-03-15,Air Purifier,Global Corp,France,Joseph Taylor,Home Appliances
905.47,2002-03-15,Air Purifier,Pinnacle Tech,Kenya,Sarah Moore,Home Appliances
205.28,2002-03-15,Monitor 4K,Pinnacle Tech,Brazil,Sarah Moore,Monitors
862.75,2002-03-15,Virtual Reality Headset,NextGen Innovators,Spain,Linda Miller,Electronics
882.8,2002-03-15,Tablet Alpha,Elite Tech,Kenya,Laura Adams,Mobile Devices
17.65,2002-03-15,Science Fiction Novel,Elite Tech,Japan,Linda Miller,Books
841.72,2002-03-15,Pet Bed,Nebula Innovations,Mexico,John Smith,Pet Supplies
399.99,2002-03-15,Smartphone Beta,NextGen Innovators,Mexico,Joseph Taylor,Mobile Devices
701.95,2002-03-15,Pet Bed,Pioneer Tech,Brazil,Sandra Anderson,Pet Supplies
90.75,2002-03-15,Desktop Alpha,Future Gadgets,Nigeria,Sandra Anderson,Computers
255.13,2002-03-15,Tablet Alpha,Pinnacle Tech,Italy,John Smith,Mobile Devices
28.62,2002-03-15,External Hard Drive,Ultra Tech,France,Sandra Anderson,Storage Devices
987.63,2002-03-15,Biography Book,Innovate Unlimited,Spain,Michael Davis,Books
68.42,2002-03-15,Wireless Mouse,Gadget Galaxy,Nigeria,Michael Davis,Computer Accessories
321.36,2002-03-15,Biography Book,Gadget Galaxy,Nigeria,Michael Davis,Books
30.8,2002-03-16,LED Desk Lamp,Nebula Innovations,Egypt,Michael Davis,Lighting
70.44,2002-03-16,Cat Litter Box,Tech Trends,South Africa,Michael Davis,Pet Supplies
337.63,2002-03-16,Streaming Media Player,Pioneer Tech,South Korea,Sarah Moore,Home Electronics
909.27,2002-03-16,4K Television,Pioneer Tech,South Africa,Sandra Anderson,Home Electronics
442.07,2002-03-16,Women's Sandals,Reboot IT,Kenya,Sandra Anderson,Footwear
478.72,2002-03-17,Robot Vacuum,Ultra Tech,Brazil,Patricia Brown,Home Appliances
866.58,2002-03-17,Desktop Alpha,Global Corp,Spain,John Smith,Computers
21.02,2002-03-18,Espresso Machine,Future Gadgets,France,Sarah Moore,Kitchen Appliances
674.45,2002-03-18,Air Purifier,Elite Tech,Egypt,Linda Miller,Home Appliances
402,2002-03-19,Gaming Console,Pioneer Tech,India,Sandra Anderson,Video Games
730.79,2002-03-19,Yoga Mat,SysTech Ltd.,South Africa,John Smith,Fitness Equipment
998.22,2002-03-19,Smart Watch,Tech Pioneers,France,Joseph Taylor,Wearables
759.34,2002-03-19,Smart Watch,Global Corp,South Africa,Michael Davis,Wearables
364.86,2002-03-19,Decorative Throw Pillow,Elite Tech,Mexico,John Smith,Home Decor
791.96,2002-03-20,Microwave Oven,Gadget Galaxy,Germany,Sandra Anderson,Kitchen Appliances
486.06,2002-03-20,Women's Sandals,Global Corp,France,Joseph Taylor,Footwear
691.24,2002-03-20,Acoustic Piano,Infinity Solutions,Nigeria,Robert Johnson,Musical Instruments
505.27,2002-03-20,Tablet Alpha,Pioneer Tech,Germany,Sarah Moore,Mobile Devices
509.33,2002-03-20,Ergonomic Desk,Reboot IT,Nigeria,Patricia Brown,Office Furniture
907.34,2002-03-20,Drone with Camera,Reboot IT,Canada,Michael Davis,Electronics
959.62,2002-03-20,Notebook Professional,Future Gadgets,Canada,Patricia Brown,Computers
297.38,2002-03-20,Air Purifier,Pioneer Tech,South Africa,William Wilson,Home Appliances
526.11,2002-03-20,Drone with Camera,Global Corp,Japan,Joseph Taylor,Electronics
975.47,2002-03-21,Noise Cancelling Headphones,NextGen Innovators,Germany,William Wilson,Audio Equipment
167.42,2002-03-21,Smartphone Alpha,Pinnacle Tech,Nigeria,Linda Miller,Mobile Devices
524.51,2002-03-21,Monitor HD,Pioneer Tech,Nigeria,Robert Johnson,Monitors
981.25,2002-03-21,Drone with Camera,Global Corp,Canada,Robert Johnson,Electronics
837.37,2002-03-21,USB Keyboard,Global Corp,China,Sandra Anderson,Computer Accessories
163.14,2002-03-21,Monitor HD,SysTech Ltd.,Nigeria,Patricia Brown,Monitors
694.77,2002-03-21,LED Desk Lamp,Gadget Galaxy,Italy,Joseph Taylor,Lighting
172.61,2002-03-21,Acoustic Piano,Gadget Galaxy,Canada,Patricia Brown,Musical Instruments
349.91,2002-03-21,Noise Cancelling Headphones,Gadget Galaxy,South Korea,Robert Johnson,Audio Equipment
706.59,2002-03-21,Virtual Reality Headset,Tech Trends,Canada,Sandra Anderson,Electronics
930.39,2002-03-21,Hiking Boots,Elite Tech,Germany,Linda Miller,Outdoor Gear
630.48,2002-03-21,Leather Office Chair,Tech Trends,India,Linda Miller,Office Furniture
137.27,2002-03-22,4K Television,SysTech Ltd.,Spain,Patricia Brown,Home Electronics
448.25,2002-03-23,Monitor HD,Future Gadgets,Mexico,Joseph Taylor,Monitors
233.45,2002-03-24,Smartphone Beta,SysTech Ltd.,South Africa,Patricia Brown,Mobile Devices
152.99,2002-03-24,Biography Book,Elite Tech,Canada,Sandra Anderson,Books
510.01,2002-03-24,Hiking Boots,Elite Tech,Japan,Sandra Anderson,Outdoor Gear
160.66,2002-03-24,Smartphone Alpha,Future Gadgets,France,Linda Miller,Mobile Devices
767.72,2002-03-24,Gaming Console,Innovate Unlimited,Germany,Michael Davis,Video Games
719.2,2002-03-24,Smartphone Alpha,Gadget Galaxy,USA,Robert Johnson,Mobile Devices
575.31,2002-03-24,Tablet Alpha,Global Corp,Japan,William Wilson,Mobile Devices
646.1,2002-03-24,Tablet Beta,Pinnacle Tech,South Korea,William Wilson,Mobile Devices
844.47,2002-03-24,Fitness Tracker,Gadget Galaxy,Nigeria,John Smith,Wearables
278.54,2002-03-24,LED Desk Lamp,Elite Tech,Italy,Sandra Anderson,Lighting
48.16,2002-03-24,Wireless Mouse,Elite Tech,Canada,William Wilson,Computer Accessories
402.37,2002-03-25,Fitness Tracker,Pioneer Tech,Japan,Linda Miller,Wearables
503.78,2002-03-25,Tablet Alpha,Gadget Galaxy,South Africa,Robert Johnson,Mobile Devices
976.88,2002-03-25,External Hard Drive,Tech Pioneers,South Korea,Sarah Moore,Storage Devices
49.58,2002-03-25,4K Television,Nebula Innovations,South Africa,Linda Miller,Home Electronics
62.72,2002-03-25,USB Keyboard,Innovate Unlimited,Kenya,Sandra Anderson,Computer Accessories
755.13,2002-03-26,Noise Cancelling Headphones,Global Corp,USA,Linda Miller,Audio Equipment
247.29,2002-03-26,Streaming Media Player,Nebula Innovations,Nigeria,John Smith,Home Electronics
960.96,2002-03-27,Sunglasses,Innovate Unlimited,Italy,Sandra Anderson,Fashion Accessories
525.69,2002-03-28,Dumbbell Set,Tech Pioneers,India,Sarah Moore,Fitness Equipment
273.41,2002-03-29,Dumbbell Set,Global Corp,South Africa,Michael Davis,Fitness Equipment
418.38,2002-03-29,Solid State Drive,Pinnacle Tech,USA,Laura Adams,Storage Devices
846.93,2002-03-29,Virtual Reality Headset,Elite Tech,India,Linda Miller,Electronics
591.63,2002-03-29,Hiking Boots,NextGen Innovators,France,Patricia Brown,Outdoor Gear
522.66,2002-03-29,Men's Sneakers,Ultra Tech,Mexico,William Wilson,Footwear
858.85,2002-03-29,Camping Tent,Gadget Galaxy,Brazil,Joseph Taylor,Outdoor Gear
416.49,2002-03-29,Noise Cancelling Headphones,Pioneer Tech,India,William Wilson,Audio Equipment
940.86,2002-03-29,Desktop Alpha,Pioneer Tech,Mexico,Robert Johnson,Computers
499.23,2002-03-30,Children's Backpack,Gadget Galaxy,Brazil,Michael Davis,School Supplies
231.96,2002-03-30,Decorative Throw Pillow,Pinnacle Tech,France,Michael Davis,Home Decor
237.72,2002-03-30,Wristwatch,Nebula Innovations,Brazil,Robert Johnson,Fashion Accessories
155.4,2002-03-30,Air Purifier,Gadget Galaxy,Japan,William Wilson,Home Appliances
872.21,2002-03-30,Monitor 4K,SysTech Ltd.,France,William Wilson,Monitors
689.23,2002-03-30,Monitor HD,Infinity Solutions,France,Sandra Anderson,Monitors
49.69,2002-03-30,Men's Sneakers,Elite Tech,Brazil,John Smith,Footwear
805.91,2002-03-30,Gaming Console,Nebula Innovations,Kenya,Patricia Brown,Video Games
520.58,2002-03-30,Monitor 4K,Nebula Innovations,Mexico,Linda Miller,Monitors
66.83,2002-03-31,USB Keyboard,Reboot IT,Mexico,Laura Adams,Computer Accessories
946.53,2002-03-31,4K Television,NextGen Innovators,Kenya,Sarah Moore,Home Electronics
51.41,2002-03-31,Robot Vacuum,Infinity Solutions,Italy,Michael Davis,Home Appliances
197.34,2002-03-31,Hiking Boots,Ultra Tech,USA,Robert Johnson,Outdoor Gear
319.49,2002-03-31,Yoga Mat,Global Corp,South Africa,Michael Davis,Fitness Equipment
313.55,2002-03-31,Microwave Oven,Elite Tech,South Africa,Linda Miller,Kitchen Appliances
518.1,2002-04-01,Noise Cancelling Headphones,SysTech Ltd.,Germany,Joseph Taylor,Audio Equipment
865.19,2002-04-01,External Hard Drive,NextGen Innovators,Germany,Linda Miller,Storage Devices
836.94,2002-04-01,Tablet Alpha,Future Gadgets,China,Patricia Brown,Mobile Devices
996.11,2002-04-01,USB Keyboard,Ultra Tech,Brazil,Robert Johnson,Computer Accessories
809.35,2002-04-01,Yoga Mat,NextGen Innovators,China,Patricia Brown,Fitness Equipment
499.61,2002-04-01,4K Television,Elite Tech,Italy,Patricia Brown,Home Electronics
397.54,2002-04-01,Cat Litter Box,Innovate Unlimited,Japan,John Smith,Pet Supplies
267.55,2002-04-01,Gaming Console,Tech Trends,China,William Wilson,Video Games
174.7,2002-04-01,Men's Sneakers,Future Gadgets,Mexico,Sarah Moore,Footwear
581.23,2002-04-01,Wristwatch,Nebula Innovations,Italy,Sarah Moore,Fashion Accessories
785.53,2002-04-01,Children's Backpack,Tech Trends,Egypt,William Wilson,School Supplies
923.73,2002-04-01,Air Purifier,Gadget Galaxy,Japan,William Wilson,Home Appliances
45.6,2002-04-01,Solid State Drive,Future Gadgets,Brazil,William Wilson,Storage Devices
483.83,2002-04-01,Camping Tent,Gadget Galaxy,Egypt,Sarah Moore,Outdoor Gear
127.91,2002-04-01,Drone with Camera,SysTech Ltd.,Canada,Linda Miller,Electronics
773.51,2002-04-02,Tablet Alpha,Tech Trends,Brazil,Robert Johnson,Mobile Devices
636.58,2002-04-02,Drone with Camera,Ultra Tech,Egypt,Joseph Taylor,Electronics
400.75,2002-04-02,Electric Guitar,Pioneer Tech,Egypt,Joseph Taylor,Musical Instruments
68.97,2002-04-02,Women's Sandals,Global Corp,China,Robert Johnson,Footwear
841.33,2002-04-03,Air Purifier,Pioneer Tech,Japan,Laura Adams,Home Appliances
490.16,2002-04-03,Espresso Machine,Tech Trends,Spain,Sarah Moore,Kitchen Appliances
178.04,2002-04-03,Sculpture,Innovate Unlimited,Brazil,Michael Davis,Art
433.03,2002-04-03,Smart Watch,SysTech Ltd.,China,Sarah Moore,Wearables
51.02,2002-04-04,Camping Tent,Pinnacle Tech,South Korea,Patricia Brown,Outdoor Gear
445.47,2002-04-05,Pet Bed,Reboot IT,Japan,Laura Adams,Pet Supplies
40.73,2002-04-05,Smart Watch,Innovate Unlimited,Nigeria,Patricia Brown,Wearables
429.48,2002-04-05,Acoustic Piano,Innovate Unlimited,Canada,Patricia Brown,Musical Instruments
488.81,2002-04-05,Virtual Reality Headset,Future Gadgets,Brazil,John Smith,Electronics
602.21,2002-04-05,Children's Backpack,Pioneer Tech,France,Michael Davis,School Supplies
265.82,2002-04-05,Leather Office Chair,Nebula Innovations,Kenya,Patricia Brown,Office Furniture
422.09,2002-04-05,Electric Guitar,Ultra Tech,Brazil,Sandra Anderson,Musical Instruments
789.76,2002-04-05,Microwave Oven,Tech Pioneers,China,Laura Adams,Kitchen Appliances
691.52,2002-04-05,Drone with Camera,Future Gadgets,Germany,William Wilson,Electronics
482.51,2002-04-05,Notebook Professional,Gadget Galaxy,China,Patricia Brown,Computers
441.29,2002-04-05,Dumbbell Set,Tech Pioneers,Nigeria,Linda Miller,Fitness Equipment
933.8,2002-04-05,Solid State Drive,Pinnacle Tech,Japan,John Smith,Storage Devices
775.11,2002-04-05,Bluetooth Speaker,Pinnacle Tech,Canada,Laura Adams,Audio Equipment
923.18,2002-04-06,LED Desk Lamp,Elite Tech,South Africa,Linda Miller,Lighting
371.77,2002-04-06,Biography Book,Pioneer Tech,Brazil,Patricia Brown,Books
346.49,2002-04-06,Video Game Controller,Tech Pioneers,Germany,Joseph Taylor,Video Games
275.64,2002-04-06,Desktop Beta,SysTech Ltd.,Canada,John Smith,Computers
344.85,2002-04-06,External Hard Drive,Nebula Innovations,Italy,Sarah Moore,Storage Devices
240.36,2002-04-06,Notebook Professional,Tech Trends,Mexico,Michael Davis,Computers
102.48,2002-04-06,Wall Art,Innovate Unlimited,Kenya,Sarah Moore,Home Decor
213.78,2002-04-06,Microwave Oven,Innovate Unlimited,Italy,John Smith,Kitchen Appliances
104.5,2002-04-07,Landscape Painting,SysTech Ltd.,Kenya,Linda Miller,Art
519.52,2002-04-07,Air Purifier,Innovate Unlimited,China,Robert Johnson,Home Appliances
684.12,2002-04-07,Virtual Reality Headset,Tech Trends,Kenya,Linda Miller,Electronics
916.49,2002-04-07,Desktop Beta,Nebula Innovations,Italy,Sarah Moore,Computers
512.98,2002-04-07,Notebook Professional,Innovate Unlimited,Nigeria,Patricia Brown,Computers
74.44,2002-04-07,Decorative Throw Pillow,NextGen Innovators,India,Joseph Taylor,Home Decor
133.33,2002-04-08,Video Game Controller,Gadget Galaxy,Italy,Laura Adams,Video Games
902.32,2002-04-08,Science Fiction Novel,Innovate Unlimited,India,Patricia Brown,Books
238.37,2002-04-08,Sculpture,NextGen Innovators,Egypt,Linda Miller,Art
771.95,2002-04-08,Monitor 4K,Gadget Galaxy,South Africa,Michael Davis,Monitors
145.08,2002-04-08,Camping Tent,Ultra Tech,India,Joseph Taylor,Outdoor Gear
785.7,2002-04-08,Dumbbell Set,Infinity Solutions,India,Patricia Brown,Fitness Equipment
600.75,2002-04-08,Notebook Professional,Tech Pioneers,Nigeria,Sarah Moore,Computers
739.71,2002-04-08,Wristwatch,Global Corp,South Korea,William Wilson,Fashion Accessories
791.43,2002-04-08,Air Purifier,Global Corp,France,John Smith,Home Appliances
501.51,2002-04-09,Tablet Alpha,Pinnacle Tech,Nigeria,Laura Adams,Mobile Devices
732.11,2002-04-09,Children's Backpack,Innovate Unlimited,Brazil,William Wilson,School Supplies
53.38,2002-04-09,Decorative Throw Pillow,Innovate Unlimited,India,Sandra Anderson,Home Decor
257.42,2002-04-09,Desktop Beta,Pinnacle Tech,Italy,Joseph Taylor,Computers
257.26,2002-04-09,Electric Guitar,Elite Tech,South Africa,Linda Miller,Musical Instruments
551.9,2002-04-10,Yoga Mat,Future Gadgets,Brazil,John Smith,Fitness Equipment
109.8,2002-04-10,Virtual Reality Headset,Global Corp,India,Sandra Anderson,Electronics
264.65,2002-04-10,Solid State Drive,Future Gadgets,South Korea,Sandra Anderson,Storage Devices
717.78,2002-04-10,Wall Art,Global Corp,Germany,Robert Johnson,Home Decor
643.44,2002-04-10,Acoustic Piano,Pinnacle Tech,Germany,Patricia Brown,Musical Instruments
912.46,2002-04-10,USB Keyboard,Nebula Innovations,Nigeria,John Smith,Computer Accessories
126.82,2002-04-10,Noise Cancelling Headphones,Gadget Galaxy,China,Patricia Brown,Audio Equipment
450.43,2002-04-10,External Hard Drive,Innovate Unlimited,India,Joseph Taylor,Storage Devices
129.89,2002-04-10,Sculpture,Gadget Galaxy,Canada,Patricia Brown,Art
315.72,2002-04-10,Robot Vacuum,Gadget Galaxy,Germany,Sarah Moore,Home Appliances
196.48,2002-04-11,Robot Vacuum,Pinnacle Tech,Mexico,Sarah Moore,Home Appliances
935.1,2002-04-11,Desktop Alpha,Infinity Solutions,France,Sarah Moore,Computers
351.58,2002-04-12,Cat Litter Box,Pioneer Tech,South Korea,Patricia Brown,Pet Supplies
7.01,2002-04-12,Hiking Boots,Pioneer Tech,India,Joseph Taylor,Outdoor Gear
631.59,2002-04-12,Sunglasses,Innovate Unlimited,Canada,Robert Johnson,Fashion Accessories
485.38,2002-04-12,External Hard Drive,Future Gadgets,Nigeria,Robert Johnson,Storage Devices
883.69,2002-04-12,Notebook Basic,Pioneer Tech,Egypt,Linda Miller,Computers
482.57,2002-04-12,Solid State Drive,Tech Trends,South Africa,Sarah Moore,Storage Devices
977.97,2002-04-12,Ergonomic Desk,Innovate Unlimited,Egypt,Linda Miller,Office Furniture
976.5,2002-04-12,Dumbbell Set,Tech Trends,Spain,Sandra Anderson,Fitness Equipment
747.83,2002-04-12,Landscape Painting,Gadget Galaxy,Egypt,Laura Adams,Art
364.44,2002-04-12,Tablet Beta,Elite Tech,Brazil,Robert Johnson,Mobile Devices
251.59,2002-04-12,Yoga Mat,Pinnacle Tech,Italy,Robert Johnson,Fitness Equipment
762.17,2002-04-12,Gaming Console,Ultra Tech,France,Laura Adams,Video Games
73.91,2002-04-12,Bluetooth Speaker,Infinity Solutions,India,William Wilson,Audio Equipment
540.66,2002-04-13,Acoustic Piano,Nebula Innovations,Brazil,Joseph Taylor,Musical Instruments
560.31,2002-04-13,Monitor HD,SysTech Ltd.,China,Robert Johnson,Monitors
196.92,2002-04-13,Hiking Boots,Future Gadgets,Brazil,John Smith,Outdoor Gear
686.42,2002-04-13,Noise Cancelling Headphones,Future Gadgets,Brazil,Joseph Taylor,Audio Equipment
249.64,2002-04-13,Solid State Drive,Elite Tech,Mexico,Sandra Anderson,Storage Devices
834.56,2002-04-13,Pet Bed,Global Corp,Spain,Sarah Moore,Pet Supplies
657.19,2002-04-13,Cat Litter Box,Tech Trends,Kenya,Laura Adams,Pet Supplies
503.24,2002-04-13,Wall Art,Ultra Tech,China,Linda Miller,Home Decor
36.44,2002-04-13,Solid State Drive,Tech Pioneers,France,Joseph Taylor,Storage Devices
206.04,2002-04-13,Tablet Beta,SysTech Ltd.,Mexico,Sarah Moore,Mobile Devices
650.15,2002-04-13,Monitor 4K,Tech Trends,Japan,Sarah Moore,Monitors
53.88,2002-04-14,Camping Tent,Pinnacle Tech,Egypt,John Smith,Outdoor Gear
520.6,2002-04-14,Monitor 4K,Infinity Solutions,USA,Patricia Brown,Monitors
931.8,2002-04-15,Microwave Oven,Ultra Tech,France,Sarah Moore,Kitchen Appliances
33.21,2002-04-15,Drone with Camera,NextGen Innovators,Brazil,William Wilson,Electronics
136.38,2002-04-16,Smartphone Alpha,NextGen Innovators,Kenya,Patricia Brown,Mobile Devices
125.82,2002-04-16,Sculpture,Global Corp,China,Michael Davis,Art
512.25,2002-04-16,Men's Sneakers,NextGen Innovators,Germany,William Wilson,Footwear
78.21,2002-04-16,Robot Vacuum,NextGen Innovators,India,Michael Davis,Home Appliances
524.16,2002-04-17,Landscape Painting,Nebula Innovations,Kenya,Michael Davis,Art
587.11,2002-04-17,Notebook Professional,Nebula Innovations,France,Linda Miller,Computers
832.61,2002-04-17,LED Desk Lamp,Nebula Innovations,Spain,Michael Davis,Lighting
839.39,2002-04-17,Leather Office Chair,Future Gadgets,France,William Wilson,Office Furniture
822.02,2002-04-17,Fitness Tracker,Reboot IT,India,John Smith,Wearables
207.25,2002-04-17,Monitor 4K,Elite Tech,Egypt,Joseph Taylor,Monitors
653.32,2002-04-17,Air Purifier,Tech Trends,Mexico,Robert Johnson,Home Appliances
331.75,2002-04-17,Streaming Media Player,Innovate Unlimited,China,Robert Johnson,Home Electronics
235.8,2002-04-17,Wireless Mouse,Innovate Unlimited,Kenya,Joseph Taylor,Computer Accessories
403.53,2002-04-17,Drone with Camera,Global Corp,Mexico,Sandra Anderson,Electronics
985.13,2002-04-17,Stainless Steel Water Bottle,Global Corp,USA,Michael Davis,Outdoor Gear
994.14,2002-04-17,Notebook Professional,Ultra Tech,China,Linda Miller,Computers
868.66,2002-04-17,USB Keyboard,Innovate Unlimited,Brazil,Sarah Moore,Computer Accessories
920.45,2002-04-17,Landscape Painting,Reboot IT,Germany,Michael Davis,Art
468.34,2002-04-17,Video Game Controller,Infinity Solutions,USA,Sarah Moore,Video Games
295.85,2002-04-17,Gaming Console,Elite Tech,Canada,Sandra Anderson,Video Games
187.84,2002-04-18,Notebook Professional,Elite Tech,Brazil,Patricia Brown,Computers
221.71,2002-04-18,Men's Sneakers,NextGen Innovators,Canada,William Wilson,Footwear
676.31,2002-04-18,Biography Book,Gadget Galaxy,Mexico,Sandra Anderson,Books
760.25,2002-04-18,Sculpture,Nebula Innovations,South Korea,Patricia Brown,Art
997.76,2002-04-18,Wireless Mouse,Ultra Tech,USA,John Smith,Computer Accessories
19.42,2002-04-18,Fitness Tracker,Reboot IT,China,Michael Davis,Wearables
284.75,2002-04-18,Electric Guitar,SysTech Ltd.,Germany,Michael Davis,Musical Instruments
471.77,2002-04-18,Pet Bed,Pinnacle Tech,Brazil,Joseph Taylor,Pet Supplies
30.99,2002-04-19,4K Television,Innovate Unlimited,Brazil,Patricia Brown,Home Electronics
825.65,2002-04-20,Monitor 4K,NextGen Innovators,South Africa,William Wilson,Monitors
403.61,2002-04-20,Gaming Console,SysTech Ltd.,South Korea,John Smith,Video Games
556.12,2002-04-20,Monitor HD,Nebula Innovations,Japan,Laura Adams,Monitors
511.88,2002-04-20,Sunglasses,Pioneer Tech,India,Patricia Brown,Fashion Accessories
849.16,2002-04-20,Tablet Alpha,Ultra Tech,Spain,John Smith,Mobile Devices
851.41,2002-04-20,Cat Litter Box,NextGen Innovators,Egypt,Laura Adams,Pet Supplies
541.97,2002-04-20,Electric Guitar,Ultra Tech,South Korea,Michael Davis,Musical Instruments
791.39,2002-04-21,Monitor HD,Future Gadgets,USA,Joseph Taylor,Monitors
327.35,2002-04-21,USB Keyboard,NextGen Innovators,India,Sandra Anderson,Computer Accessories
418.61,2002-04-21,Air Purifier,Tech Trends,Japan,Sarah Moore,Home Appliances
10.6,2002-04-21,Streaming Media Player,NextGen Innovators,China,Robert Johnson,Home Electronics
771.67,2002-04-21,Espresso Machine,Tech Pioneers,Canada,Robert Johnson,Kitchen Appliances
235.78,2002-04-21,Solid State Drive,Pioneer Tech,Italy,William Wilson,Storage Devices
18.66,2002-04-21,Notebook Basic,Ultra Tech,Spain,Laura Adams,Computers
938.61,2002-04-22,Hiking Boots,Nebula Innovations,Italy,Joseph Taylor,Outdoor Gear
726.9,2002-04-22,Drone with Camera,Ultra Tech,Italy,Patricia Brown,Electronics
8.38,2002-04-22,Desktop Alpha,Infinity Solutions,Egypt,William Wilson,Computers
324.37,2002-04-22,Sculpture,Tech Trends,Canada,Joseph Taylor,Art
736.92,2002-04-22,Women's Sandals,Tech Trends,South Korea,Michael Davis,Footwear
792.93,2002-04-22,Cat Litter Box,NextGen Innovators,Italy,Joseph Taylor,Pet Supplies
931.39,2002-04-22,External Hard Drive,Global Corp,China,Robert Johnson,Storage Devices
251.2,2002-04-22,Robot Vacuum,Tech Pioneers,Mexico,William Wilson,Home Appliances
584.68,2002-04-22,Noise Cancelling Headphones,Pinnacle Tech,Italy,William Wilson,Audio Equipment
150.66,2002-04-22,Desktop Beta,Nebula Innovations,South Africa,Joseph Taylor,Computers
417.67,2002-04-22,Hiking Boots,Tech Trends,France,Laura Adams,Outdoor Gear
506.61,2002-04-23,Desktop Beta,Nebula Innovations,Egypt,Sarah Moore,Computers
821.28,2002-04-23,Monitor HD,Pinnacle Tech,Canada,Sarah Moore,Monitors
878.9,2002-04-23,Streaming Media Player,Tech Pioneers,South Korea,John Smith,Home Electronics
1.74,2002-04-23,Desktop Alpha,Pioneer Tech,Spain,Michael Davis,Computers
135.87,2002-04-23,Wireless Mouse,Tech Pioneers,Mexico,Sandra Anderson,Computer Accessories
566.49,2002-04-23,Pet Bed,Global Corp,China,Sarah Moore,Pet Supplies
931.7,2002-04-24,Leather Office Chair,Elite Tech,Spain,Michael Davis,Office Furniture
771.56,2002-04-24,USB Keyboard,Ultra Tech,Germany,Joseph Taylor,Computer Accessories
591.94,2002-04-24,Children's Backpack,Reboot IT,France,Robert Johnson,School Supplies
363.05,2002-04-24,Wristwatch,Global Corp,Italy,Patricia Brown,Fashion Accessories
909.86,2002-04-24,Sunglasses,Infinity Solutions,USA,Michael Davis,Fashion Accessories
203.96,2002-04-24,Decorative Throw Pillow,Gadget Galaxy,Japan,Robert Johnson,Home Decor
880.14,2002-04-24,Robot Vacuum,Ultra Tech,India,Laura Adams,Home Appliances
190.97,2002-04-24,Smart Watch,Tech Trends,Spain,Robert Johnson,Wearables
666.07,2002-04-24,Wall Art,Elite Tech,Spain,Laura Adams,Home Decor
504.51,2002-04-24,Cat Litter Box,Pinnacle Tech,China,John Smith,Pet Supplies
755.59,2002-04-24,Smartphone Alpha,Future Gadgets,India,Joseph Taylor,Mobile Devices
994.77,2002-04-25,Decorative Throw Pillow,Ultra Tech,South Korea,Michael Davis,Home Decor
682.16,2002-04-25,Yoga Mat,NextGen Innovators,Spain,Linda Miller,Fitness Equipment
317.49,2002-04-25,Biography Book,Tech Pioneers,India,Linda Miller,Books
863.38,2002-04-25,Biography Book,Ultra Tech,Italy,Linda Miller,Books
374.02,2002-04-25,Dumbbell Set,Nebula Innovations,Canada,Robert Johnson,Fitness Equipment
348.91,2002-04-25,Desktop Beta,Global Corp,Mexico,John Smith,Computers
415,2002-04-25,Cat Litter Box,Elite Tech,China,Joseph Taylor,Pet Supplies
556.65,2002-04-25,Notebook Basic,Pinnacle Tech,Mexico,Joseph Taylor,Computers
436.39,2002-04-25,Notebook Basic,Reboot IT,South Africa,Laura Adams,Computers
631.49,2002-04-25,Yoga Mat,Infinity Solutions,Japan,William Wilson,Fitness Equipment
376.69,2002-04-25,Stainless Steel Water Bottle,Gadget Galaxy,Egypt,Patricia Brown,Outdoor Gear
926.27,2002-04-25,Video Game Controller,SysTech Ltd.,France,Robert Johnson,Video Games
384.42,2002-04-25,Noise Cancelling Headphones,Ultra Tech,Egypt,John Smith,Audio Equipment
305.23,2002-04-26,Cat Litter Box,Infinity Solutions,Mexico,William Wilson,Pet Supplies
182.75,2002-04-26,Sculpture,Pioneer Tech,South Korea,Laura Adams,Art
564.66,2002-04-26,Ergonomic Desk,Future Gadgets,Spain,Linda Miller,Office Furniture
246.28,2002-04-26,Monitor 4K,Infinity Solutions,USA,Laura Adams,Monitors
319.81,2002-04-26,Ergonomic Desk,Nebula Innovations,South Africa,William Wilson,Office Furniture
329.09,2002-04-26,Virtual Reality Headset,Elite Tech,Canada,John Smith,Electronics
